Post_ID,Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Interactions,Engagement_Rate,Like_Rate,Share_Rate,Comment_Rate,Year,Post_Month,Post_Quarter,Day_Of_Week,Is_Fitness,Reach_Tier,Format_Group
Post_165,2022-06-12,TikTok,#Fitness,Live Stream,Australia,1551922,47511,7404,25497,Low,80412,0.05181445974733266,0.030614296337058176,0.004770858329220154,0.01642930508105433,2022,2022-06,2022Q2,Sunday,1,T2 Growth reach,Live stream
Post_173,2023-04-25,Instagram,#Fitness,Tweet,Australia,2275387,271817,72208,27046,High,371071,0.1630803902808621,0.11945967872717915,0.03173438188756462,0.011886329666118335,2023,2023-04,2023Q2,Tuesday,1,T2 Growth reach,Text post
Post_177,2022-11-15,YouTube,#Fitness,Shorts,USA,1598712,280260,58128,4485,High,342873,0.21446827195892693,0.17530361941362796,0.03635926921171543,0.0028053833335835348,2022,2022-11,2022Q4,Tuesday,1,T2 Growth reach,Short video
Post_179,2022-10-27,Twitter,#Fitness,Reel,UK,1519290,495937,13211,49107,Low,558255,0.367444661651166,0.3264268177898887,0.008695509086481186,0.032322334774796124,2022,2022-10,2022Q4,Thursday,1,T2 Growth reach,Short video
Post_180,2022-10-05,Instagram,#Fitness,Tweet,Canada,4888613,414422,11933,23903,High,450258,0.09210342483645156,0.08477292025365886,0.0024409786579547206,0.004889525924837986,2022,2022-10,2022Q4,Wednesday,1,T4 Mega reach,Text post
Post_211,2023-10-23,TikTok,#Fitness,Shorts,India,1580449,299597,35471,1908,High,336976,0.213215358420297,0.18956448452306907,0.022443622033991605,0.0012072518632363334,2023,2023-10,2023Q4,Monday,1,T2 Growth reach,Short video
Post_216,2023-03-02,TikTok,#Fitness,Post,USA,4497673,460735,96637,47633,Medium,605005,0.1345151148160393,0.10243852765641255,0.02148599953798331,0.01059058762164346,2023,2023-03,2023Q1,Thursday,1,T4 Mega reach,Image post
Post_227,2022-07-14,TikTok,#Fitness,Shorts,Australia,4096796,365062,58371,48138,Medium,471571,0.11510726919280335,0.08910914773398529,0.01424796353052483,0.011750157928293233,2022,2022-07,2022Q3,Thursday,1,T4 Mega reach,Short video
Post_233,2022-03-08,TikTok,#Fitness,Post,Canada,2095875,78244,43598,16006,Low,137848,0.0657710979900996,0.037332379077950735,0.020801813085226935,0.00763690582692193,2022,2022-03,2022Q1,Tuesday,1,T2 Growth reach,Image post
Post_236,2023-08-16,Instagram,#Fitness,Reel,Brazil,4708687,133736,49028,3765,Medium,186529,0.039613803168484125,0.02840197277924823,0.010412244432471303,0.0007995859567645928,2023,2023-08,2023Q3,Wednesday,1,T4 Mega reach,Short video
Post_250,2022-07-01,YouTube,#Fitness,Post,Canada,762333,406861,79834,13785,Medium,500480,0.6565109997861827,0.5337050868846029,0.10472326398043899,0.01808264892114076,2022,2022-07,2022Q3,Friday,1,T1 Emerging reach,Image post
Post_255,2023-11-06,TikTok,#Fitness,Video,Japan,3714148,291659,27722,28024,High,347405,0.09353558339624592,0.07852648844364844,0.007463892122769475,0.007545202829827998,2023,2023-11,2023Q4,Monday,1,T3 Established reach,Long-form video
Post_258,2023-12-02,Instagram,#Fitness,Post,Australia,2787914,198350,96753,45466,Medium,340569,0.12215907664296675,0.07114638399893254,0.034704442102589966,0.016308250541444247,2023,2023-12,2023Q4,Saturday,1,T3 Established reach,Image post
Post_262,2022-10-23,Twitter,#Fitness,Live Stream,USA,4330038,118835,19134,27781,High,165750,0.03827910979072239,0.027444331897318222,0.004418898864167012,0.006415879029237157,2022,2022-10,2022Q4,Sunday,1,T4 Mega reach,Live stream
Post_263,2023-02-06,YouTube,#Fitness,Video,Canada,2714016,86422,85827,36320,High,208569,0.07684884687488946,0.031842848384092064,0.031623616073007677,0.013382382417789726,2023,2023-02,2023Q1,Monday,1,T3 Established reach,Long-form video
Post_276,2023-02-10,Twitter,#Fitness,Video,USA,4643597,200851,87149,35230,Low,323230,0.06960767697972067,0.04325332280126807,0.01876756316278092,0.007586791015671687,2023,2023-02,2023Q1,Friday,1,T4 Mega reach,Long-form video
Post_284,2022-11-05,Instagram,#Fitness,Tweet,India,1966067,136472,63614,18304,Medium,218390,0.11107963258627504,0.06941370767120347,0.03235596752297862,0.009309957392092946,2022,2022-11,2022Q4,Saturday,1,T2 Growth reach,Text post
Post_296,2022-01-14,TikTok,#Fitness,Live Stream,India,4820393,44861,86973,46410,Medium,178244,0.03697706805233515,0.009306502602588628,0.01804271975334791,0.009627845696398614,2022,2022-01,2022Q1,Friday,1,T4 Mega reach,Live stream
Post_310,2023-03-13,TikTok,#Fitness,Shorts,Australia,2337694,429342,49196,28304,Medium,506842,0.21681280783541387,0.183660479087511,0.021044670517184883,0.012107658230717964,2023,2023-03,2023Q1,Monday,1,T2 Growth reach,Short video
Post_318,2023-12-05,Twitter,#Fitness,Video,UK,4719001,143216,93614,38476,Low,275306,0.05833989015895525,0.030348796281246815,0.019837673270253597,0.008153420607454841,2023,2023-12,2023Q4,Tuesday,1,T4 Mega reach,Long-form video
Post_326,2023-01-18,TikTok,#Fitness,Video,USA,2580238,118495,10621,34440,Medium,163556,0.06338795103397439,0.0459240581682775,0.00411628694717309,0.013347605918523795,2023,2023-01,2023Q1,Wednesday,1,T2 Growth reach,Long-form video
Post_336,2023-02-27,Twitter,#Fitness,Reel,Brazil,3708615,239914,45200,8352,Low,293466,0.07913088848532404,0.06469099650408576,0.012187838316999742,0.0022520536642385365,2023,2023-02,2023Q1,Monday,1,T3 Established reach,Short video
Post_348,2023-02-16,YouTube,#Fitness,Tweet,Brazil,3577708,6650,74312,12776,Low,93738,0.026200573104345017,0.0018587319032184852,0.02077083987849204,0.003571001322634491,2023,2023-02,2023Q1,Thursday,1,T3 Established reach,Text post
Post_368,2023-09-21,TikTok,#Fitness,Video,Germany,2014353,461968,86514,36689,High,585171,0.29050072157164114,0.22933815473256178,0.04294877809400835,0.018213788745071,2023,2023-09,2023Q3,Thursday,1,T2 Growth reach,Long-form video
Post_389,2022-09-01,Instagram,#Fitness,Shorts,Japan,4582997,440332,73379,85,Low,513796,0.1121091722294385,0.09607948685107147,0.016011138562822536,1.8546815544500684e-05,2022,2022-09,2022Q3,Thursday,1,T4 Mega reach,Short video
Post_401,2023-02-08,TikTok,#Fitness,Shorts,Germany,4968911,151416,16628,7048,Medium,175092,0.03523749972579505,0.03047267298609293,0.0033464072912555687,0.001418419448446551,2023,2023-02,2023Q1,Wednesday,1,T4 Mega reach,Short video
Post_405,2023-07-15,Twitter,#Fitness,Tweet,Germany,1779685,337898,22528,24827,Medium,385253,0.21647257801240108,0.18986393659552112,0.012658419888912925,0.013950221527967028,2023,2023-07,2023Q3,Saturday,1,T2 Growth reach,Text post
Post_420,2022-09-01,Instagram,#Fitness,Live Stream,UK,951304,342048,65047,35490,Medium,442585,0.46524034378074725,0.3595569870409459,0.06837667033881914,0.03730668640098223,2022,2022-09,2022Q3,Thursday,1,T1 Emerging reach,Live stream
Post_430,2022-02-18,YouTube,#Fitness,Tweet,Canada,2151293,496319,47342,12951,Low,556612,0.2587337010811637,0.23070730021433622,0.02200630039701705,0.006020100469810482,2022,2022-02,2022Q1,Friday,1,T2 Growth reach,Text post
Post_445,2023-11-29,TikTok,#Fitness,Reel,India,1742308,243400,13662,22362,High,279424,0.16037577741708126,0.13969975457840977,0.007841323118530134,0.01283469972014133,2023,2023-11,2023Q4,Wednesday,1,T2 Growth reach,Short video
Post_467,2022-12-03,Twitter,#Fitness,Tweet,Australia,3684089,213042,71881,21008,Low,305931,0.08304115345747619,0.057827593198752796,0.019511200733749918,0.005702359524973474,2022,2022-12,2022Q4,Saturday,1,T3 Established reach,Text post
Post_468,2022-12-15,Twitter,#Fitness,Post,USA,2524980,18862,77762,16925,Low,113549,0.04497025719015596,0.007470158179470728,0.030797075620400953,0.0067030233902842795,2022,2022-12,2022Q4,Thursday,1,T2 Growth reach,Image post
Post_477,2023-09-27,YouTube,#Fitness,Live Stream,India,4473535,329945,58746,11543,Low,400234,0.08946705457764385,0.07375487170660339,0.013131896810911281,0.002580286060129182,2023,2023-09,2023Q3,Wednesday,1,T4 Mega reach,Live stream
Post_479,2023-06-01,Twitter,#Fitness,Reel,India,3033602,338637,28669,36429,Low,403735,0.13308766278503245,0.11162868431653196,0.009450481638659258,0.012008496829841226,2023,2023-06,2023Q2,Thursday,1,T3 Established reach,Short video
Post_487,2023-05-28,YouTube,#Fitness,Post,Australia,3574391,163649,27522,2558,Medium,193729,0.054199162878375645,0.04578374330060701,0.00769977319213259,0.0007156463856360426,2023,2023-05,2023Q2,Sunday,1,T3 Established reach,Image post
Post_546,2022-09-22,Instagram,#Fitness,Live Stream,USA,2359516,394171,34790,26112,High,455073,0.1928670964723274,0.16705587078027867,0.014744549305874594,0.011066676386174115,2022,2022-09,2022Q3,Thursday,1,T2 Growth reach,Live stream
Post_553,2022-06-25,TikTok,#Fitness,Video,UK,4489295,37622,68224,46460,Low,152306,0.033926485116259904,0.008380380438353907,0.015197040960774465,0.010349063717131532,2022,2022-06,2022Q2,Saturday,1,T4 Mega reach,Long-form video
Post_555,2023-06-08,Twitter,#Fitness,Post,Brazil,4303043,415815,78416,44101,Low,538332,0.12510495479594325,0.09663277824553461,0.01822338284790554,0.01024879370250309,2023,2023-06,2023Q2,Thursday,1,T4 Mega reach,Image post
Post_561,2023-09-15,TikTok,#Fitness,Video,Canada,1568096,365320,56390,19992,Low,441702,0.28168045833928534,0.23297043038181336,0.03596080852192723,0.012749219435544763,2023,2023-09,2023Q3,Friday,1,T2 Growth reach,Long-form video
Post_567,2023-08-31,YouTube,#Fitness,Shorts,Japan,449430,369184,10787,30236,Medium,410207,0.9127272322719889,0.821449391451394,0.024001513027612754,0.06727632779298222,2023,2023-08,2023Q3,Thursday,1,T1 Emerging reach,Short video
Post_609,2023-02-07,TikTok,#Fitness,Tweet,India,3722792,275554,76015,15183,High,366752,0.09851530786570939,0.07401810254239291,0.020418814696066823,0.004078390627249655,2023,2023-02,2023Q1,Tuesday,1,T3 Established reach,Text post
Post_631,2023-03-26,Twitter,#Fitness,Shorts,Brazil,2867658,292790,75817,2085,High,370692,0.12926646064488861,0.10210073865154073,0.02643864784433848,0.0007270741490094007,2023,2023-03,2023Q1,Sunday,1,T3 Established reach,Short video
Post_649,2022-11-25,YouTube,#Fitness,Live Stream,USA,3024496,297653,31120,39751,High,368524,0.12184641672529903,0.09841408287529559,0.01028931762515143,0.013143016224852009,2022,2022-11,2022Q4,Friday,1,T3 Established reach,Live stream
Post_657,2023-12-02,YouTube,#Fitness,Tweet,UK,2599776,486383,53906,18139,Medium,558428,0.21479850571741566,0.18708650283716752,0.020734863311300665,0.006977139568947479,2023,2023-12,2023Q4,Saturday,1,T2 Growth reach,Text post
Post_664,2022-06-21,Twitter,#Fitness,Reel,USA,2840705,96581,28967,27454,Medium,153002,0.053860573343589006,0.033998954484890195,0.010197116560853732,0.009664502297845077,2022,2022-06,2022Q2,Tuesday,1,T3 Established reach,Short video
Post_677,2023-08-24,TikTok,#Fitness,Video,Australia,4678230,245665,56894,12110,Medium,314669,0.06726240479839597,0.05251238181961981,0.012161437124724521,0.0025885858540516393,2023,2023-08,2023Q3,Thursday,1,T4 Mega reach,Long-form video
Post_685,2022-08-13,Instagram,#Fitness,Reel,Australia,3471793,286422,67665,17667,Medium,371754,0.10707838860208543,0.08249973428715364,0.019489929267096282,0.005088725047835513,2022,2022-08,2022Q3,Saturday,1,T3 Established reach,Short video
Post_702,2022-10-19,Twitter,#Fitness,Post,Japan,3833320,377497,20389,24912,Medium,422798,0.1102955140713533,0.09847782079242015,0.00531888806569762,0.006498805213235525,2022,2022-10,2022Q4,Wednesday,1,T3 Established reach,Image post
Post_704,2023-01-23,Twitter,#Fitness,Video,USA,963602,335585,45110,33791,High,414486,0.4301423201695306,0.3482610040244831,0.04681393355347955,0.035067382591567886,2023,2023-01,2023Q1,Monday,1,T1 Emerging reach,Long-form video
Post_733,2022-11-13,Twitter,#Fitness,Post,Germany,2285860,369389,2395,38701,Low,410485,0.1795757395466039,0.16159738566666376,0.0010477457062112291,0.016930608173728923,2022,2022-11,2022Q4,Sunday,1,T2 Growth reach,Image post
Post_757,2023-10-26,Instagram,#Fitness,Post,Japan,1492331,319292,58566,8303,Medium,386161,0.25876363889780485,0.2139552150293735,0.03924464478724894,0.005563779081182392,2023,2023-10,2023Q4,Thursday,1,T2 Growth reach,Image post
Post_780,2022-06-26,YouTube,#Fitness,Live Stream,Brazil,4913424,4745,61101,19149,High,84995,0.01729852746272253,0.0009657216637522021,0.01243552357785528,0.0038972822211150514,2022,2022-06,2022Q2,Sunday,1,T4 Mega reach,Live stream
Post_796,2023-12-16,Instagram,#Fitness,Shorts,UK,4490630,166824,45589,4926,Low,217339,0.04839833163720903,0.03714935320879253,0.010152027666496683,0.0010969507619198197,2023,2023-12,2023Q4,Saturday,1,T4 Mega reach,Short video
Post_805,2022-05-15,Twitter,#Fitness,Shorts,Japan,1338606,418866,60546,709,High,480121,0.35867238007300134,0.3129120891434821,0.04523063545210465,0.0005296554774145641,2022,2022-05,2022Q2,Sunday,1,T1 Emerging reach,Short video
Post_808,2022-12-15,Twitter,#Fitness,Live Stream,Canada,3827204,274844,60816,10144,Low,345804,0.09035421158631732,0.07181326106473551,0.01589045161951127,0.0026504989020705457,2022,2022-12,2022Q4,Thursday,1,T3 Established reach,Live stream
Post_813,2023-01-25,Instagram,#Fitness,Post,Australia,998555,225198,8583,34716,Low,268497,0.26888553960472883,0.22552388200950374,0.008595420382452644,0.03476623721277246,2023,2023-01,2023Q1,Wednesday,1,T1 Emerging reach,Image post
Post_819,2022-10-01,Instagram,#Fitness,Live Stream,Japan,1365802,451503,91330,25121,Low,567954,0.4158391919180086,0.3305771993305032,0.06686913622911667,0.018392856358388696,2022,2022-10,2022Q4,Saturday,1,T1 Emerging reach,Live stream
Post_830,2022-01-12,Twitter,#Fitness,Live Stream,India,2552020,45301,86964,1054,Medium,133319,0.05224057805189614,0.017751036433883746,0.03407653545034914,0.0004130061676632628,2022,2022-01,2022Q1,Wednesday,1,T2 Growth reach,Live stream
Post_836,2022-11-24,Instagram,#Fitness,Tweet,USA,2609916,421798,69244,20168,High,511210,0.19587220431615424,0.1616136304769962,0.026531122074426917,0.007727451764731125,2022,2022-11,2022Q4,Thursday,1,T2 Growth reach,Text post
Post_853,2023-10-18,TikTok,#Fitness,Video,UK,3185451,489381,98149,34483,High,622013,0.1952668554625389,0.15363005112933772,0.030811649590591725,0.010825154742609444,2023,2023-10,2023Q4,Wednesday,1,T3 Established reach,Long-form video
Post_858,2022-07-12,Twitter,#Fitness,Reel,Germany,906698,201588,49402,48909,Medium,299899,0.33075952522229013,0.22233202234922764,0.054485617041175785,0.05394188583188669,2022,2022-07,2022Q3,Tuesday,1,T1 Emerging reach,Short video
Post_862,2023-07-28,Instagram,#Fitness,Shorts,USA,3139127,70363,97084,127,Low,167574,0.053382357579033916,0.022414830620105526,0.030927069850949007,4.0457107979384076e-05,2023,2023-07,2023Q3,Friday,1,T3 Established reach,Short video
Post_867,2022-03-28,YouTube,#Fitness,Shorts,Germany,1153858,36011,15306,46185,Medium,97502,0.08450086579111121,0.031209212918747366,0.01326506381201153,0.040026589060352315,2022,2022-03,2022Q1,Monday,1,T1 Emerging reach,Short video
Post_876,2022-02-05,YouTube,#Fitness,Post,India,777206,279969,17264,9519,High,306752,0.3946855788555415,0.36022495966320384,0.022212901084139855,0.012247718108197827,2022,2022-02,2022Q1,Saturday,1,T1 Emerging reach,Image post
Post_878,2022-08-05,YouTube,#Fitness,Live Stream,Australia,2730742,380894,97358,46960,Low,525212,0.19233307284247286,0.13948370076704428,0.03565258087362336,0.017196791201805225,2022,2022-08,2022Q3,Friday,1,T3 Established reach,Live stream
Post_879,2022-01-01,Twitter,#Fitness,Post,Brazil,3536654,292882,7966,37642,Medium,338490,0.09570910810048142,0.08281330319561936,0.002252411460097595,0.010643393444764459,2022,2022-01,2022Q1,Saturday,1,T3 Established reach,Image post
Post_883,2023-02-27,YouTube,#Fitness,Live Stream,Australia,1416870,368333,28809,5632,High,402774,0.28427025768066233,0.2599624524480016,0.02033284634440704,0.003974958888253686,2023,2023-02,2023Q1,Monday,1,T1 Emerging reach,Live stream
Post_904,2023-02-23,TikTok,#Fitness,Video,Australia,579923,487181,219,39465,High,526865,0.9085085433755861,0.8400787690779637,0.0003776363413763551,0.06805213795624591,2023,2023-02,2023Q1,Thursday,1,T1 Emerging reach,Long-form video
Post_907,2022-03-19,Instagram,#Fitness,Live Stream,USA,2309871,288470,79217,46717,High,414404,0.179405689754969,0.12488576201874477,0.03429498876777101,0.020224938968453218,2022,2022-03,2022Q1,Saturday,1,T2 Growth reach,Live stream
Post_914,2022-06-18,Twitter,#Fitness,Shorts,Brazil,4741739,170278,66069,18352,High,254699,0.05371425968405262,0.035910453949489836,0.01393349570695477,0.003870310027608015,2022,2022-06,2022Q2,Saturday,1,T4 Mega reach,Short video
Post_920,2022-10-20,TikTok,#Fitness,Post,India,1265641,256012,70345,37884,High,364241,0.287791719768876,0.20227852921958123,0.05558053192018906,0.029932658629105727,2022,2022-10,2022Q4,Thursday,1,T1 Emerging reach,Image post
Post_929,2023-06-17,Instagram,#Fitness,Tweet,USA,1115324,415045,34081,31910,Low,481036,0.4312970939386223,0.3721295336601741,0.03055703992741123,0.02861052035103701,2023,2023-06,2023Q2,Saturday,1,T1 Emerging reach,Text post
Post_942,2022-08-19,YouTube,#Fitness,Tweet,USA,2450619,393130,29439,16494,Low,439063,0.17916412139137092,0.1604206937104462,0.012012883275613223,0.006730544405311474,2022,2022-08,2022Q3,Friday,1,T2 Growth reach,Text post
Post_949,2023-02-02,Twitter,#Fitness,Video,Germany,1198783,102757,64448,45215,Low,212420,0.17719637332194402,0.08571776543377742,0.05376118947299052,0.037717418415176056,2023,2023-02,2023Q1,Thursday,1,T1 Emerging reach,Long-form video
Post_951,2022-06-26,TikTok,#Fitness,Reel,Brazil,3207539,370923,31855,28893,Low,431671,0.13458012513643638,0.11564099454441551,0.00993129000146218,0.009007840590558681,2022,2022-06,2022Q2,Sunday,1,T3 Established reach,Short video
Post_965,2022-08-19,TikTok,#Fitness,Video,UK,3175553,292632,83336,2755,High,378723,0.11926206238724404,0.09215150872934573,0.026242988229136784,0.0008675654287615417,2022,2022-08,2022Q3,Friday,1,T3 Established reach,Long-form video
Post_967,2022-12-30,Instagram,#Fitness,Reel,UK,1803252,274745,62197,45341,Medium,382283,0.2119964375472757,0.1523608458496095,0.03449157411166049,0.025144017586005728,2022,2022-12,2022Q4,Friday,1,T2 Growth reach,Short video
Post_973,2022-04-23,YouTube,#Fitness,Reel,Japan,4822353,247730,44555,34043,Low,326328,0.06766986987472713,0.0513711874680265,0.00923926556185331,0.007059416844847319,2022,2022-04,2022Q2,Saturday,1,T4 Mega reach,Short video
Post_974,2023-01-08,Twitter,#Fitness,Live Stream,Japan,4029198,466975,67045,10147,Medium,544167,0.13505590938941198,0.11589775434217926,0.016639787868454218,0.0025183671787785064,2023,2023-01,2023Q1,Sunday,1,T4 Mega reach,Live stream
Post_976,2023-12-12,Instagram,#Fitness,Shorts,Japan,2533284,189339,96463,9657,Low,295459,0.11663082386341207,0.07474053442093347,0.038078241523650726,0.003812047918827893,2023,2023-12,2023Q4,Tuesday,1,T2 Growth reach,Short video
Post_981,2022-04-19,TikTok,#Fitness,Tweet,Brazil,2746993,39549,53941,13070,Low,106560,0.038791507659466186,0.014397197226203343,0.019636380580511127,0.004757929852751718,2022,2022-04,2022Q2,Tuesday,1,T3 Established reach,Text post
Post_983,2022-09-02,TikTok,#Fitness,Shorts,Canada,3269647,395557,90552,37531,Medium,523640,0.16015184513802255,0.12097850318398286,0.027694732795313988,0.011478609158725697,2022,2022-09,2022Q3,Friday,1,T3 Established reach,Short video
Post_992,2023-03-12,YouTube,#Fitness,Live Stream,Australia,1740011,394641,25434,40742,Medium,460817,0.26483568207327424,0.22680373859705485,0.014617148972046728,0.023414794504172675,2023,2023-03,2023Q1,Sunday,1,T2 Growth reach,Live stream
Post_1003,2022-10-01,Instagram,#Fitness,Video,Japan,3458904,231857,64606,40429,Medium,336892,0.0973984822938133,0.06703192687625907,0.018678170888813336,0.011688384528740896,2022,2022-10,2022Q4,Saturday,1,T3 Established reach,Long-form video
Post_1008,2022-07-29,Twitter,#Fitness,Post,Germany,4003396,356630,52250,48835,High,457715,0.114331682401641,0.08908186949280061,0.013051419344976115,0.01219839356386428,2022,2022-07,2022Q3,Friday,1,T4 Mega reach,Image post
Post_1012,2023-04-03,YouTube,#Fitness,Shorts,Brazil,2188290,74779,95888,30392,Medium,201059,0.09187950408766662,0.03417234461611578,0.043818689478999584,0.013888469992551262,2023,2023-04,2023Q2,Monday,1,T2 Growth reach,Short video
Post_1016,2022-07-15,YouTube,#Fitness,Reel,Australia,3000680,425076,88638,29249,High,542963,0.18094665209219243,0.14165989042483704,0.029539304424330486,0.009747457243024914,2022,2022-07,2022Q3,Friday,1,T3 Established reach,Short video
Post_1046,2023-04-26,TikTok,#Fitness,Video,UK,794730,194026,93504,47841,High,335371,0.42199363305776805,0.244140777370931,0.11765505265939376,0.060197803027443285,2023,2023-04,2023Q2,Wednesday,1,T1 Emerging reach,Long-form video
Post_1054,2023-02-17,YouTube,#Fitness,Live Stream,Japan,3213925,436365,48616,46800,Low,531781,0.1654615462401892,0.13577323677434913,0.015126675326897796,0.014561634138942259,2023,2023-02,2023Q1,Friday,1,T3 Established reach,Live stream
Post_1055,2023-09-26,Twitter,#Fitness,Live Stream,Australia,1658817,280297,70901,36696,Medium,387894,0.23383772893574156,0.16897403390488522,0.04274190582806904,0.022121789202787286,2023,2023-09,2023Q3,Tuesday,1,T2 Growth reach,Live stream
Post_1056,2023-07-20,TikTok,#Fitness,Post,Brazil,2878436,149765,9840,42118,High,201723,0.07008076608269213,0.05202999128693499,0.0034185231146358647,0.014632251681121276,2023,2023-07,2023Q3,Thursday,1,T3 Established reach,Image post
Post_1064,2022-06-13,Twitter,#Fitness,Shorts,UK,3386425,804,77479,48511,Low,126794,0.037441845013546735,0.0002374185165772164,0.022879290106823567,0.01432513639014595,2022,2022-06,2022Q2,Monday,1,T3 Established reach,Short video
Post_1077,2023-04-07,TikTok,#Fitness,Video,Brazil,1026460,195036,70291,35850,Low,301177,0.2934132844923329,0.19000837830991954,0.06847904448298034,0.034925861699433,2023,2023-04,2023Q2,Friday,1,T1 Emerging reach,Long-form video
Post_1117,2022-06-21,Instagram,#Fitness,Shorts,USA,1513083,352786,90781,29795,Low,473362,0.3128460236484053,0.23315707069605568,0.05999736960893751,0.019691583343412093,2022,2022-06,2022Q2,Tuesday,1,T2 Growth reach,Short video
Post_1120,2022-02-20,Twitter,#Fitness,Video,Canada,3497840,366736,65404,28802,High,460942,0.13177904077945246,0.10484641950460856,0.0186983967248359,0.008234224550008004,2022,2022-02,2022Q1,Sunday,1,T3 Established reach,Long-form video
Post_1122,2022-03-23,Twitter,#Fitness,Video,Canada,4161787,343575,2003,19921,Medium,365499,0.08782261081597881,0.08255468143852629,0.0004812836408975279,0.004786645736554994,2022,2022-03,2022Q1,Wednesday,1,T4 Mega reach,Long-form video
Post_1129,2023-05-13,Twitter,#Fitness,Video,USA,3283134,413608,67001,12600,High,493209,0.15022505934878078,0.12597962800178122,0.020407634900068045,0.003837796446931499,2023,2023-05,2023Q2,Saturday,1,T3 Established reach,Long-form video
Post_1132,2023-05-29,Instagram,#Fitness,Live Stream,UK,2085067,227030,40851,2906,Low,270787,0.1298696876407329,0.10888379126426154,0.019592176174674483,0.0013937202017968728,2023,2023-05,2023Q2,Monday,1,T2 Growth reach,Live stream
